,news_url,title,no_of_retweets,label
283,instagram.com/tomchadwick,To the people taking 'selfies' and getting drunk whilst watching the #SydneySiege - as if it's a spectator sport - you dickheads,854,0
284,abc.net.au/news,Here's what we do and don't know about the #SydneySiege http://t.co/H3l0WkhtwQ http://t.co/vlIDzwiUv2,159,0
285,eftm.com.au,"Over 6,500 #illridewithyou tweets already - currently 198 Tweets per minute - god love you Sydney",146,0
286,wsj.com,"#SydneySiege is likely being carried out by a 'lone wolf' with minimal links to organized terror groups, expert says http://t.co/ynPfmQfGMj",202,0
287,asrc.org.au,"Much love to everyone tweeting #illridewithyou.

Solidarity. 

#TeamHumanity 

Australia at its best. #sydneysiege http://t.co/JeSipaebUX",143,0
288,9news.com.au/meet-the-team/…,"An Imam, a Rabbi and a priest have just held a joint prayer session for the hostages at Lakemba Mosque #sydneysiege http://t.co/XROqdTCPHt",1034,0
289,NBCNews.com,Sydney siege highlights rise of Islamist extremism in Australia http://t.co/tIEHLkCjsq http://t.co/6v8hMBot8a,113,0
290,failedestate.com,"If you're outraged at the Telegraph's irresponsible reporting of  #sydneysiege, complain to the press council here.  http://t.co/Ayq5X4Q1qz",183,0
291,youtu.be/9PR7wkpH0gg,What is happing in #sydneysiege has nothing to do with #islam. These terrorist groups do NOT represent Islam at all. http://t.co/NtTNrXO368,136,0
292,m.youtube.com/watch?v=3QmAxJ…,The Muslamic Council have called an emergency meeting to ensure that Muslims &amp; Islam are seen as the victims of the siege in Sydney,143,0
293,juliamacfarlane.com,Aussies tweet #Illridewithyou to Muslims who might be scared to travel alone #sydneysiege http://t.co/iwtT6J72Sj http://t.co/vaNOO5rnDD,199,0
294,nzherald.co.nz,Sydney residents pledge on twitter  #illridewithyou on public transport to keep Muslims safe against possible reprisals over #sydneysiege,200,0
295,onedirectionmusic.com,Thinking of everyone involved in Sydney. Hope everyone gets out safely. Send love,99524,0
296,i-d.vice.com/en_gb/topics/4…,Australians showing us how it's done. #Illridewithyou = solidarity and no to racism towards muslim community during Sydney seige,153,0
297,foxsports.com.au,"A gutless prick with a gun is trying to provoke the worst in us. Instead, he's inspired the best in us. I love you, Sydney. #illridewithyou",462,0
298,damienowens.com,"People taking selfies in front of the #SydneySiege - you need to take a long hard look at yourselves, and not through your phone.",279,0
299,nickyromero.com,"My prayers go out to everyone who's involved in the disaster in Sydney, hope everyone will get out safe!",327,0
300,abc.net.au/sydney,If you're wondering whether to go to work tomorrow here is a mp of the #sydneysiege exclusion zone: http://t.co/94fDIKA5dO,181,0
301,independent.co.uk,People are actually taking selfies on the site of the #sydneysiege http://t.co/IGzN45UkSO http://t.co/3rzcvU7Kg2,404,0
302,gizmodo.com.au,To any American tweeting about how #sydneysiege could have been averted if we carried guns. No -- imagine how much worse it could have been.,472,0
303,facebook.com/PaulMurrayLIVE,Those poor people have been in there for 11 hours. Sending all our strength and love. #sydneysiege #MartinPlaceSiege,135,0
304,facebook.com/shortstackband,"#illridewithyou . Sydney, you're amazing",116,0
305,wp.me/5bdLU,"#SydneySiege
- Entering 11th hour
- At least 15 hostages
- 5 hostages escaped
- Motivation &amp; demands unknown
- 1 gunman - rotating hostages",121,0
306,vine.co/v/MHa17planKt,"even if you aren't Australian, please spare a thought for those who have been held hostage for hours in Sydney, just a simple thought.",155,0
307,1d-dailynews.tumblr.com,"The fact that Harry tweeted about Sydney, just proves how much he cares. 

Love that boy ♥

#sydneysiege",132,0
308,hahellyer.com,Australian police and media denying the Sydney gunman precisely what he wants: free publicity. Very controlled coverage. Spot on. Well done.,172,0
309,ask.fm/thetommopics,"to all of those who aren't Australian, please be thinking of the hostages in Sydney tonight, just to spare a simple thought, it's terrifying",158,0
310,afp.com/en,#BREAKING More than 40 Australian Muslim groups condemn Sydney cafe siege,195,0
311,julianburnside.com.au,It is worth remembering that most boat people are fleeing the same extremists we are fighting in the Middle East #sydneysiege,728,0
312,newsroompost.com,"LIVE: Infosys employee among hostages at Sydney cafe

http://t.co/cfxX0CUHYS http://t.co/DvfAk3lZ2D",221,0
313,denhamstuartsadler.wordpress.com,"News Corp seems to be having an internal conflict over whether we ""changed forever"" today or not. #SydneySiege http://t.co/X8QIjGxwAC",129,0
314,ajn.com.au,"As the #sydneysiege continues, three faiths come together to pray for peace at Lakemba mosque. Photo: @Mo_Taha1 http://t.co/aQzMFlZOTl",401,0
315,sbs.com.au/news/,"Mosques, synagogues, churches hold unity prayers #sydneysiege http://t.co/AQHlrOe3UW http://t.co/doMdGfLWeg",231,0
316,nst.com.my,A female hostage stands by the front entrance of the cafe as she turns the lights off in Sydney. #sydneysiege http://t.co/qNfCMv9yZt,147,0
317,abc.net.au/news,"Muslim community reacts with 'horror, aversion' to #SydneySiege, @Mo_Taha1 reports http://t.co/jatWWRoEHO http://t.co/eNQ8BC7tgl",221,0
318,libyaliberty.tumblr.com,"A Muslim,a Jew &amp; a Christian walk into a bar.Except it's an interfaith solidarity stand against bigotry in Sydney. ❤️ http://t.co/rp5jRN5uPp",446,0
319,NewDayCNN.com,"Gunman takes hostages in Sydney cafe, displays flag w/ Arabic script: http://t.co/BRxUW9w2Lb #5Things #sydneysiege http://t.co/JOQo1k5ila",633,0
320,kiis1065.com.au,Praying for all still being held hostage xxx #sydneysiege http://t.co/7nF342x3wx,265,0
321,youtube.com/user/ruckuslike,#illridewithyou is the best thing to come out of all the shit that happened in Sydney today. Proud to see Aussies looking after eachother.,106,0
322,profiletalent.com.au/matt-doran.html,Exclusion zone to remain in place tomorrow - workers based in this area asked to remain home #TenNews #sydneysiege http://t.co/Sls2dsNYkb,117,0
323,NBCNews.com,"Hostage-taker appeared 'extremely agitated,' said journalist at scene of Sydney siege: http://t.co/nuQ1l0njgm http://t.co/Xztgfqtx51",110,0
324,jbau.com.au,You know if we manage to turn the #SydneySiege into a positive force of community this man will have achieved the opposite of his intentions,476,0
325,abc.net.au/sydney,Are you extending a friendly hand on public transport tonight? #illridewithyou is one good thing out of #sydneysiege at least,156,0
326,blog.twitter.com/australia,"In the past 2 hours there have been more than 40,000 mentions of #illridewithyou http://t.co/1nLr4EqqBn #sydneysiege http://t.co/X9Sb2fbGAy",657,0
327,twitter.com/louis_tomlinso…,"This made me tear up, I am SO proud to be Australian. #NOWLETOURMATESGO #sydneysiege http://t.co/hFoTQs4Itl",451,0
328,abc.net.au/news,Australians take to social media to support Muslim Australians http://t.co/zcDEvgFHkI #SydneySiege #illridewithyou http://t.co/Rk6scuwMSi,705,0
329,harrykewellacademy.com,Shocked and disgusted about what's happening in Sydney... Those poor people trapped in that cafe.. #illridewithyou,201,0
330,traj-e.tumblr.com,I suggest all people planning on going to the city in Sydney on New Years Eve to not. It's too risky at this point! http://t.co/UgJq3mlFES,193,0
331,telegraph.co.uk,More than 40 Australian Muslim groups have jointly condemned the #Sydneysiege http://t.co/zaaJmX7qYP http://t.co/FMea5hXP5u,214,0
332,kee.gs,"I'll be honest, the multi-faith prayer vigil is making me a little teary. #sydneysiege http://t.co/4eWj2PeTpn",314,0
333,mtv.co.uk/shows/geordie-…,Thinking of everyone in Sydney. Hope you all get home safe and sound xx #PrayForSydney,482,0
334,smh.com.au,Female hostage appears to turn off the lights at the Lindt Cafe tonight. http://t.co/T6qUZxSrTe #sydneysiege http://t.co/p0p9TYLyeO,121,0
335,abc.net.au/news,"Emergency Svcs continue to line the streets of central Sydney. No specific threat, but they're poised. #sydneysiege http://t.co/M65dQVTwHL",111,0
336,youtube.com/IISuperwomanII,My thoughts are with you Sydney ❤️,888,0
337,nytimes.com,"Beautiful: As terror attack in Sydney is ongoing, ppl offer rides 2Muslims being abused on transport #illridewithyou http://t.co/1oF6kMv7ij",111,0
338,facebook.com/giselleugarteo…,"Whoever you are, wherever you are, whatever you believe in: pray for Sydney, support humanity and join the movement #illridewithyou ❤️",141,0
339,au.news.yahoo.com,"If anything positive can come from today’s events, it’s this: #illridewithyou campaign http://t.co/OrwRqzTeEy #sydneysiege",136,0
340,independent.co.uk,"#illridewithyou is the best thing to come out of the #sydneysiege
http://t.co/4REoJBzPxD http://t.co/DIiAZNrALl",318,0
341,facebook.com/historicalpics1,"An Imam, a Rabbi and a priest have held a joint prayer session for the cafe hostages, at Lakemba Mosque #sydneysiege http://t.co/WrRuIeVd4m",1509,0
342,news24.com,Sydney siege: Australians use Twitter to counter Islamophobia - http://t.co/ROz2rrD4fa #illridewithyou http://t.co/jHRkpuEmas,107,0
343,NBCNews.com,Watch: Escaped hostages are helping police create 'peaceful outcome' for #Sydneysiege http://t.co/TzSlNsgTip http://t.co/0O3kEAf7Pt,108,0
344,telegraph.co.uk,Australians respond to #sydneysiege with #illridewithyou hashtag http://t.co/BR5qtAhlTp http://t.co/pmvs0rNAFF,120,0
345,melissadoyle.com.au,Just went past 12 hours since this #sydneysiege started. We ALL just want to see everyone out safely. #7News,185,0
346,theguardian.com,Sydney siege has now hit the 12 hour mark – live with latest summary of events http://t.co/IHT3o6tvtR http://t.co/cXeBIKsp0r,134,0
347,mariamveiszadeh.com,"A kind lady named Mica drove me home after a cab that we shared from Sydney'sCBD wasn't able to drop me off all the way home
#illridewithyou",593,0
348,seafmhobart.com.au,Just went past 12 hours since this #sydneysiege started. We are thinking of the hostages and their families at this time.,141,0
349,independent.co.uk,'Sick' people are actually taking selfies on the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/eyaJ4G87g1,260,0
350,news.com.au,The #sydneysiege has entered its 12th hour. Thoughts to the hostages and their loved ones. http://t.co/gJAQklf3a7 http://t.co/0E9m55ltOy,142,0
351,theprojecttv.com.au,"As the #Sydneysiege drags on and bigotry flares up, Australians are saying #illridewithyou in solidarity with the Muslim community.",233,0
352,independent.co.uk,Thousands tweet declaring their solidarity with Muslims #IllRideWithYou #sydneysiege http://t.co/4REoJBzPxD http://t.co/zAQvgvzF9G,211,0
353,theguardian.com,#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/SVLDF89kZq,193,0
354,clovermoore.com.au,"Sydney is a safe &amp; welcoming city, proud of its diversity. Great to see our best nature on show at a time like this. #illridewithyou",311,0
355,wsj.com,#IllRideWithYou: Australians show solidarity with Muslims amid the Sydney siege http://t.co/5hFgbIp2C3 http://t.co/czDCx7OdM4,1853,0
356,theguardian.com,#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/ftQXVzjU5U,113,0
357,Instagram.com/moana.marie,#sydneysiege prayers to those who are held hostage. Family &amp; friends! 💛❤️💚 http://t.co/fBs68RehUk,115,0
358,luminessential.tumblr.com,"To Americans saying the #sydneysiege wouldn't be happening if citizens had gun rights... You're right, it'd probably be a massacre instead.",237,0
359,cosmicsolutions.ucoz.com,#illridewithyou reflects the true #aussiespirit during the undesirable actions of the few! Stand tall in the face of adversity! #SydneySiege,2781,0
360,mtv.co.uk,This Facebook post about Australia &amp; #sydneysiege is absolutely worth reading #illridewithyou http://t.co/FIC5S8vLir http://t.co/oXeiRhyje7,4271,0
361,tonightaliveofficial.com,"""If you use public transport, wear religious attire and don't feel safe"" - search the hashtag #illridewithyou Get involved Sydney",418,0
362,skynews.com.au,Dozens of emergency vehicles waiting on Elizabeth St. Let's hope none need to be used #sydneysiege  http://t.co/Kq1it6sH6k (@braceyjames),149,0
363,facebook.com/AtSunsetAUS,Praying for the hostages and family's in Sydney :(,145,0
364,facebook.com/NathanielBuzol…,Thoughts &amp; prayers to all those who have been affected by the #SydneySiege today. Sad to see this sort of terror ... http://t.co/96GtrSd6De,691,0
365,Instagram.com/jayysn,"No matter how much you try to bring us down, one thing about Australian's is we ALWAYS stand together! 👍 #SydneySiege http://t.co/vYQe6Xe90m",180,0
366,huffingtonpost.co.uk,#sydneysiege Australians rally against Islamophobia with #illridewithyou hashtag http://t.co/FhzSoccp22 http://t.co/wVQmT5b8dt,106,0
367,theguardian.com,#illridewithyou: hashtag offers solidarity with Sydney's Muslims after cafe siege http://t.co/MxaWk6rqq5 #sydneysiege,483,0
0,7news.com.au/melbourne,"BREAKING: Hostages are being forced to hold an ISIS flag at a Lindt cafe in Sydney's Martin Place, as police man the doors outside #7NEWS",445,1
1,DailyMail.com.au,"BREAKING: Gunman takes hostages in cafe in Martin Place, Sydney  http://t.co/vj8G6m6VYs",149,1
2,facebook.com/9News,UPDATE: An ISIS flag is being displayed in the window of a café under siege in Sydney’s Martin Place. #9News,202,1
3,skynews.com.au,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,108,1
4,7news.com.au/melbourne,"BREAKING: A Sydney cafe at Martin Place is being held up - hostages inside have their hands against the windows, ISIS flag visible.. #7News",665,1
5,news.com.au,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,483,1
6,9news.com.au/meet-the-team/…,"Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/6ozBRQVNlG",709,1
7,blogsofwar.com,"RT @tomsteinfort: Terrifying photo of hostages in Martin Place in Sydney, being held by men waving an ISIS flag http://t.co/CRqVuAd0PN",171,1
